Pieluszczak;Wróciwoj;Wójtyczok;Teodozja;760;2005
Graff;Przemys³aw;Szober;Waleria;759;2005
Sowzdargo;Absalon;Hincewicz;Debora;758;2005
Brakator;Zbyszko;Gro³³a;Wera;757;2005
Kieljotis;Boleczest;Ficzygowski;Œwiêtos³awa;756;2005
Wi¿bicki;B³a¿ej;Campa;Benedykta;755;2005
Korot;Leodegar;Osadek;Rufina;754;2005
Szterk;Dariusz;Szmand;Justyna;753;2005
Uruzaj;Teofil;Dyrhacz;Metoda;752;2005
Kryszuska;Hiacynt;Aruszewicz;Eugenia;751;2005
Bergholz;Paschalis;Chaberkowski;Milenia;750;2005
Zapo³a;Ageusz;Szprych;Romana;749;2005
Klabœ;Dobros³aw;Zdobiech;Benita;748;2005
Silicki;Dad¹bog;Kolm;Mina;747;2005
Mamut;Waleriusz;Milart;Aurelia;746;2005
Bortoszewicz;Ksawery;Ginka;Aurela;745;2005
Czekur³am;¯ytomir;Zeltel;Erwina;744;2005
Kropor;Przemys³;Leschinger;Ciechos³awa;743;2005
Ujwar;Kanut;Thaut;Kamilla;742;2005
Piopczyk;Pafnucy;Bujacz;Domicela;741;2005
Kowalowski;Wojciech;Czocholewicz;Radzis³awa;740;2005
Migonis;Godfryd;Wycior;Ulryka;739;2005
Benkiewicz;Józef;Nuczak;Tomis³awa;738;2005
Prynowicz;S³awoj;Krajos;Violetta;737;2005
Gleœman;W³odziwoj;£oŸny;Romana;736;2005
Pietrewska;Sergiusz;Szerniewicz;Dobies³awa;735;2005
Mikitnik;W³odzis³aw;Diedrich;Sara;734;2005
Œmirzewski;Waleriusz;Adañkiewicz vel Piragas;Czes³awa;733;2005
Fenersenger;Ksenofont;Sosso;Tomis³awa;732;2005
Skanderbeg;Burchard;Zgadzaj;Dobies³awa;731;2005
Ko³odróbski;Jakub;Zgirski;Balbina;730;2005
Sapis;Sewerian;Krawczak;Godzis³awa;729;2005
Nabo¿ny;Bronis³aw;Har³a;Klotylda;728;2005
Ancinger;Bernard;Senkala;Bêdzis³awa;727;2005
Rumpczik;Wiêczys³aw;Srema;Edwarda;726;2005
Przychodnik;Drogomir;Telug;S³awomira;725;2005
Dygórski;Hegezyp;Bohdanowicz;Aspazja;724;2005
Olszterowicz;Ulryk;Sosnowski;Estera;723;2005
Dombrzycz;Dobrowój;Fajgenberg;Atanazja;722;2005
Hawaryszko;Konrad;Tawerski;Nikita;721;2005
Szafiñski;Radowit;Taczata;¯anna;720;2005
£annicki;Bazylis;Zwilinkowski;Kamilla;719;2005
Karbañska;Ludomir;Amanowski;Gracja;718;2005
Sugut;Odo;Maluœki;Wies³awa;717;2005
Gr¹zielewska;Beatryks;Anzorge;Adria;716;2005
Szoszler;Klaudian;Krzech;Kordula;715;2005
ZboŸniak;Nestor;Frystatzki;Adolfina;714;2005
G³abiszewska;Wiêces³aw;Petlic;Domicela;713;2005
Morjañska;Sulibor;Ha³adewicz;Bogdana;712;2005
Scibik;Herakles;Kococik;Maryla;711;2005
Szabtowski;Ernest;Œwiackiewicz;Eligia;710;2005
Warnia³³o;Bogus³aw;Ryngwolski;Teodozja;709;2005
Sinkler;Wenancjusz;Garnczarek;Adelajda;708;2005
Bizan;Ursyn;Boroszewski;Aniela;707;2005
Hassan;Borzywoj;Zdziniecka;Rozyna;706;2005
Szuras;Gilbert;Ewais;Hilaria;705;2005
Boryszko;Salwin;Marsza³kowski;Aldona;704;2005
Bokata;Krzesis³aw;Gniba;Wac³awa;703;2005
Kaziukajtis;Goliat;Krasik;Dobies³awa;702;2005
Kotlimowski;Zdzimir;Œwistak;Tworzys³awa;701;2005
Somkowicz;Wszeb¹d;P³uch;Malina;700;2005
Gr¹dwald;Florenty;Alberty;Bronis³awa;699;2005
Mazonek;Siestrzewit;Sajtkowska;Walentyna;698;2005
Nechutny;¯yros³aw;Amel;Marcjanna;697;2005
Dessoulavy;Donat;Bar³ug;Nonna;696;2005
Barleczko;Konrad;Demeszuk;Dzier¿ys³awa;695;2005
Stê¿niok;Wawrzyn;Dubeltman;Demetria;694;2005
Kwieceñ;Parys;Kaciubiñski;Aida;693;2005
Zó³æ;Odon;Krzewinka;Konrada;692;2005
Brys³awski;Janis³aw;Czipiela;Hermina;691;2005
Lidebny;Marcjan;Sobocan;Ida;690;2005
Muradziñska;Sulpicjusz;Derub;Ksaweryna;689;2005
Grudziñ;Jan Gwalbert;Rejmus;Rebeka;688;2005
Korziej;Wieñczys³aw;Rytel-Kuc;Kasjana;687;2005
Kortkiewicz;Alan;F¹s;Iryda;686;2005
Burdy;Moj¿esz;Ko³dyñski;Augusta;685;2005
Œlaskowicz;Charyzjusz;Druko;Józefa;684;2005
Hiker;Dzier¿ymir;Sobudzki;Eligia;683;2005
Poczarski;Czes³aw;Temczuk;Prakseda;682;2005
Spajcer;Klaudiusz;Niewolak;Hanna;681;2005
Witaszek;Redogort;Bacza³a;Bryda;680;2005
Jêdrzejek;Malwin;Zd¿añski;Niegos³awa;679;2005
Cha³anycz;Sulibor;Fandrzejewska;Wiera;678;2005
Howon;Mœcigniew;Bro¿ka;Greta;677;2005
Piekielny;Kwiryn;Chwiczor;Herminia;676;2005
Grudziecki;Edmund;Hwastek;Sylwia;675;2005
Gierczakowski;Ziemis³aw;Wandalska;Gerarda;674;2005
Drefs;Dobrowit;Kostach;Berna;673;2005
Herde;Goœcimir;Ausiuk;Aga;672;2005
Pokajewicz;Oliwier;Kocociuk;Boguwola;671;2005
Oryszczak;Przemi³;Konofliczek;Miranda;670;2005
Rudzañska;Angelus;Jêd¿ejewski;Ewelina;669;2005
Simiawski;Cieszys³aw;Komorniak;Irma;668;2005
Szyszlak;Niecis³aw;Œniegórski;Leonarda;667;2005
Grombka;Felicysym;Mêtecki;W³oœcis³awa;666;2005
Denieusz;Bazyl;Góredka;Metoda;665;2005
Grydziuk;Jan Chryzostom;Myczka;Wilhelmina;664;2005
Voelkner;Parys;Twerd;Hermenia;663;2005
Denza;Izydor;K³odzikowska;Natasza;662;2005
Kumpiec;Radek;Rozdzialik;Kwiryna;661;2005
Pi³us;Radzis³aw;Aktunowicz;Adolfina;660;2005
Bacik;Zdobys³aw;Wu¿yk;Przybys³awa;659;2005
Filmowicz;Bolemys³;Sochodó³;Seweryna;658;2005
Zyga³;Burchard;Schandrach;Dionizja;657;2005
Kosiulewicz;Sulis³aw;Kulmaga;Angela;656;2005
Rojek-Sobótka;Prosimir;Trójaniak;Wiwanna;655;2005
Biennebesel;Miros³aw;Godzejewska;Rebeka;654;2005
Niko³owa;Godzimir;Masztanowicz;Lucylla;653;2005
Merkert;Henryk;Kokarczyk;Julia;652;2005
Cho³abis;Bêdzis³aw;Szupryciñski;Teofila;651;2005
Rothert;Adaukt;Pawenda;Halka;650;2005
Rzonkiewicz;Bazylid;Toba³o;Kaliksta;649;2005
Bromisz;Zorian;Zachajka;Oriana;648;2005
Bu³k;Ali;Biszczad;Rozyna;647;2005
Przypoliñski;Zdziwoj;Arabkowicz;Kalina;646;2005
£awny;Biernat;Godzieszewska;Roberta;645;2005
Czyrk;Jerzy;Benisiewicz;Sêdzis³awa;644;2005
Kozikowski;Jonatan;Bawó³;Liliana;643;2005
Witner;Hadrian;Kanterowicz;Malina;642;2005
Sawu³ka;Sieciech;Mlazga;Zofia;641;2005
Pietrzak vel Piotrowska;Lutomys³;So³decki;Konradyna;640;2005
Pugawska;Jac³aw;Garmider;Wac³awa;639;2005
Gamski;Sêdziwoj;¯ubrzyñska;Beatrycze;638;2005
Kalnik;Egbert;Dzierzok;Kosma;637;2005
Wójtowski;Job;Chejman;Lilianna;636;2005
Ramoniuk;Fabian;Stefania;Rebeka;635;2005
Krecewski;Bazylid;Kryszowiak;Oliwia;634;2005
Pitasz;Hermenegild;Heinzelman;Orchidea;633;2005
Ofenberg;Maksymilian;Katerzubek;Begina;632;2005
Drzemianko;Dobies³aw;Flicki;Przybys³awa;631;2005
Zimio³ek;Justyn;Krzywkulska;Rados³awa;630;2005
Szweika;Gracjan;Ku¿biñski;Marika;629;2005
Anterski;Skarbimierz;Mikuczeñski;Selma;628;2005
Dziêgiel vel Dziêgielewski;Lucjol;Rozyn;Bo¿ena;627;2005
Kurlada;Budzis³aw;Mosiur;Lamberta;626;2005
¯onto³;Odyseusz;Kilaska;Bronis³awa;625;2005
Tekowska;Wiktorian;Pu³a;Lilla;624;2005
Kubissa;Zefiryn;Kostack;Dominika;623;2005
Seremak;Agenor;Latruszak;¯aneta;622;2005
Smorak;Wróciwoj;Skorko;Wies³awa;621;2005
Szawryn;Benedykt;Mey;¯aklina;620;2005
£u¿ycki;S³awomir;Traczykiewicz;Tamara;619;2005
Gutasz;Nemezjusz;Dolebski;Kalina;618;2005
Szajba;Zdzimir;Poradzewski;Swiet³ana;617;2005
Rzeppka;Odon;Rójszczyk;Chwalis³awa;616;2005
Salejew;Witalis;Sabantka;Luiza;615;2005
Goyke;D³ugosz;Bialoskowski;Sofia;614;2005
Florea;Domawit;Zeliga;Hipolita;613;2005
Dafczyñski;Maksym;Malenczak;Marcelina;612;2005
Dalbek;Beatus;Groborz;£ucja;611;2005
Der¿ynkiewicz;Klaus;Biegier;Kesja;610;2005
Weimann;Bo¿ebor;Kopryna;Pelagia;609;2005
Chrupaj³o;Laurenty;Echilczuk;Stanis³awa;608;2005
Szelkowski;Mamert;Trajgut;Trzebis³awa;607;2005
Kelak;Mojmir;M¹ke;Gallina;606;2005
Olhow;Demokryt;Brelak;Georgina;605;2005
Lodzik;Batszeba;Kietrzyk;Scholastyka;604;2005
Jêdrychewicz;Nelly;Charytaniak;Placydia;603;2005
Rokota;Mieczys³aw;Kurdyn;Longina;602;2005
Knyblewski;Chociemir;Petruniuk;Adria;601;2005
Wyderkowski;Gabriel;Masieniak;Dyzma;600;2005
Mate³usiak;Szczepan;Smalgren;Kolombina;599;2005
Legienc;Radek;Kirki³o;Oswalda;598;2005
Pieciutkiewicz;Arnolf;Michata;Marzena;597;2005
Waj¿er;Bolemys³;P³achotna;Domis³awa;596;2005
Grañców;Remigiusz;Ob³êk;Franciszka;595;2005
Przyjaciel;Filip;Woskresieñski;Cyriaka;594;2005
Jarisz;Klement;JaŸwikowska;Talita;593;2005
Dziemgowska;Duszan;Jagrot;Mira;592;2005
Kiepa;Ernest;Karpowicz;Wirginia;591;2005
Kmiecik-Bocheñski;Domas³aw;Skorluk;Ilia;590;2005
Puzinowski;Œwiêcimir;Nurnberg;Tamara;589;2005
Szkilewska;Horacjusz;Leyda;Ingrida;588;2005
Jakszycki;Idzi;Czerko;Trzebis³awa;587;2005
Talejum;Jordan;Gieres;Adolfina;586;2005
Galiszek;Godzimierz;Pienga;Natasza;585;2005
Pêdrakowski;Justynian;Ka¿dzio³;Alma;584;2005
Nebout;Niezamys³;Bratównik;Martyna;583;2005
Loszewska;W³odziwoj;Dresser;Luba;582;2005
Ostawowska;Kasper;Lemankiewicz;Bo¿eciecha;581;2005
B³ochowicz;Agenor;Horodeczna;Œwiêtos³awa;580;2005
Diet;Fabrycy;Domatewska;Lidia;579;2005
Karcmarz;Zefiryn;Arbamowicz;Kryspina;578;2005
Czuchwicki;Godzisz;Hyrdek;Warwara;577;2005
Biderowska;Wadim;Szaramaga;Szczêsna;576;2005
Bekaz;Cieszygor;Korzenicki;Rajmunda;575;2005
Hassel;Gniewosz;Wêglewicz;Mindora;574;2005
Wrzaua;Blizbor;Baduna;Tomis³awa;573;2005
Babecki;Wierzchos³aw;Staroszek;Klotylda;572;2005
Ciunik;Przes³aw;Hrynkowska;Waleriana;571;2005
Ba³enda;Magnus;Odrow¹¿-Sypniewski;Amalia;570;2005
Mizio³kowska;Wróciwoj;Chaborka;Klementyna;569;2005
Skotnicza;Przybymir;Koscian;Mechtylda;568;2005
Wiatr;Lenart;Mokrzysiak;Gracja;567;2005
Gitlarz;Mœcibor;Bielny;Kesja;566;2005
Stasiarczyk;Korneliusz;Szabek;Ciechos³awa;565;2005
Mielnikowicz;Albin;Kocza³ek;Modesta;564;2005
Folczykowska;Grzymis³aw;Makne;Wis³awa;563;2005
Kasel;Prudencjusz;Stelegowska;Placydia;562;2005
Patris;Wiktorian;Sapier;Apolonia;561;2005
Kietka;Nikanor;Jambór;Paula;560;2005
Bondo;Siemirad;Irna;Paloma;559;2005
Mochylski;Honorat;Polanskyj;Demetria;558;2005
Wawrz¹nkowska;Prudencjusz;Klapo-Malczyk;Tekla;557;2005
Stigwan;Agenor;Frentowska;Aga;556;2005
Antasik;Wojciech;Berlus;Rajmunda;555;2005
£omza;Przybymir;Biczewski;Samanta;554;2005
Guttenberger;Pêcis³aw;Ruca;Koleta;553;2005
Fons;Eberhard;Korzewiecki;¯egota;552;2005
Kaforowski;Zbyszko;Grendel;Iwa;551;2005
Gauzka;Ziemis³aw;Mielniak;Katarzyna;550;2005
Falasek;Dobies³aw;Melczewicz;Nina;549;2005
Handkus;Stojgniew;Dr¹zewski;Kryspina;548;2005
Polsakiewicz;Goœcirad;K³osieski;Lubomi³a;547;2005
Brody;Wojmir;Englaender;Pryscylla;546;2005
Homaniec;Nestor;Orzyñski;Dalila;545;2005
Szliski;Lucjan;Drzezla;Mi³a;544;2005
Kieszonkowski;Alfred;Rozenbaum;Julita;543;2005
